Type,Authors,Title,Year,Electronic-resource-num,Abstract,Periodical,Paper_id
AML,"Bo-Subait, Stephanie, Abdel-Azim, Hisham, Bhatt, Neel, Chewing, Joseph, Gadalla, Shahinaz, Gloude, Nicholas, Hayashi, Robert, Lalefar, Nahal R., Law, Jason, MacMillan, Margaret, Brien, Tracy, Prestidge, Timothy, Sharma, Akshay, Shaw, Peter, Winestone, Lena, Eapen, Mary",Comparison of total body irradiation versus non-total body irradiation containing regimens for de novo acute myeloid leukemia in children,2021,10.3324&#x2F;haematol.2020.249458,"With limited data comparing hematopoietic cell transplant outcomes between myeloablative total body irradiation (TBI) containing and non-TBI regimens in children with de novo acute myeloid leukemia, the aim of this study was to compare transplant-outcomes between these regimens. Cox regression models were used to compare transplant-outcomes after TBI and non-TBI regimens in 624 children transplanted between 2008 and 2016. Thirty two percent (n&#x3D;199) received TBI regimens whereas 68% (n&#x3D;425) received non-TBI regimens. Five-year non-relapse mortality was higher with TBI regimens (22% vs. 11%, P&lt;0.0001) but relapse was lower (23% vs. 37%, P&lt;0.0001) compared to non-TBI regimens. Consequently, overall (62% vs. 60%, P&#x3D;1.00) and leukemia-free survival (55% vs. 52%, P&#x3D;0.42) did not differ between treatment groups. Grade 2-3 acute graft versus host disease was higher with TBI regimens (56% vs. 27%, P&lt;0.0001) but not chronic graft versus host disease. The 3-year incidence of gonadal or growth hormone deficiency was higher with TBI regimens (24% vs. 8%, P&lt;0.001) but there were no differences in late pulmonary, cardiac or renal impairment. In the absence of a survival advantage, the choice of TBI or non-TBI regimen merits careful consideration with the data favoring non-TBI regimens to limit the burden of morbidity associated with endocrine dysfunction.",Haematologica,90
AML,"Rockne, Russell C., Branciamore, Sergio, Qi, Jing, Frankhouser, David E., Meally, Denis, Hua, Wei Kai, Cook, Guerry, Carnahan, Emily, Zhang, Lianjun, Marom, Ayelet, Wu, Herman, Maestrini, Davide, Wu, Xiwei, Yuan, Yate Ching, Liu, Zheng, Wang, Leo D., Forman, Stephen, Carlesso, Nadia, Kuo, Ya Huei, Marcucci, Guido",State-transition analysis of time-sequential gene expression identifies critical points that predict development of acute myeloid leukemia,2020,10.1158&#x2F;0008-5472.CAN-20-0354,"Temporal dynamics of gene expression inform cellular and molecular perturbations associated with disease development and evolution. Given the complexity of high-dimensional temporal genomic data, an analytic framework guided by a robust theory is needed to interpret time-sequential changes and to predict system dynamics. Here we model temporal dynamics of the transcriptome of peripheral blood mononuclear cells in a two-dimensional state-space representing states of health and leukemia using time-sequential bulk RNA-seq data from a murine model of acute myeloid leukemia (AML). The state-transition model identified critical points that accurately predict AML development and identifies stepwise transcriptomic perturbations that drive leukemia progression. The geometry of the transcriptome state-space provided a biological interpretation of gene dynamics, aligned gene signals that are not synchronized in time across mice, and allowed quantification of gene and pathway contributions to leukemia development. Our state-transition model synthesizes information from multiple cell types in the peripheral blood and identifies critical points in the transition from health to leukemia to guide interpretation of changes in the transcriptome as a whole to predict disease progression.",Cancer Research,91
AML,"Shen, Huafei, Zhao, Yanchun, Shi, Yuanfei, Sun, Jianai, Zhou, De, Li, Li, Ye, Xiujin, Xie, Wanzhuo",The diagnostic and prognostic value of MRI in central nervous system involvement of acute myeloid leukemia: a retrospective cohort of 84 patients,2020,10.1080&#x2F;16078454.2020.1781500,"Objective: To assess the diagnostic and prognostic value of magnetic resonance imaging (MRI) in Acute Myeloid Leukemia (AML) complicated with central nervous system leukemia (CNSL). Methods: A total of 84 patients with AML and confirmed of CNSL from January 2010 to September 2019 were selected and underwent MRI scan. We retrospectively analyzed their MRI findings, summarized the imaging features of AML central infiltration, and assessed the guiding significance of MRI on diagnosis and prognosis of this disease. Results: A total of 52 patients (61.90%, 52&#x2F;84) had abnormal MRI findings, of which 31 cases clearly indicated intracranial infiltration of leukemia. Among the 31 patients, the most common site of infiltration is parenchyma (19&#x2F;31). Most MRI of these patients showed multiple lesions with low T1 signal and high T2 signal, which were more obvious on enhanced scan. Sensitivity of MRI in diagnosing AML central infiltration was 36.90%. Despite of its low sensitivity, it still had superior diagnostic value on some patients with false-negative CSF. The median disease-free survival (DFS) and overall survival (OS) time of patients with MRI clearly indicated central invasion were 4 and 9 months, respectively. But there was no significant difference in survival analysis compared with MRI negative patients (including abnormal but non-invasive). Conclusion: MRI manifestation of central infiltration in AML patients has certain characteristic findings, which is helpful to improve the diagnostic efficiency. Prognosis of MRI positive patients is relatively worse than that of MRI negative patients however there is no siginificant difference.",Hematology (United Kingdom),92
AML,"Shi, Pengcheng, Zha, Jie, Feng, Juan, Jiang, Zhiwu, Zhao, Haijun, Deng, Manman, Liao, Naying, Li, Peng, Jiang, Yirong, Song, Haihan, Xu, Bing",Low-Dose Triptolide Enhanced Activity of Idarubicin Against Acute Myeloid Leukemia Stem-like Cells Via Inhibiting DNA Damage Repair Response,2021,10.1007&#x2F;s12015-020-10054-1,"Leukemia stem cells (LSCs) are considered to be the root of relapse for acute myeloid leukemia (AML). Conventional chemotherapeutic drugs fail to eliminate LSCs. Therefore, new therapeutic strategies eliminating LSCs are urgently needed. Our results showed that low-dose Triptolide (TPL) enhanced the anti-AML activity of Idarubicin (IDA) in vitro against LSC-like cells (CD34 + CD38- KG1αand CD34 + CD38- kasumi-1 cells) and CD34+ primary AML cells, while sparing normal cells. Inspiringly, the combination treatment with low-dose TPL and IDA was also effective against CD34 + blasts from AML patients with FLT3-ITD mutation, which is an unfavorable risk factor for AML patients. Moreover, the combination of TPL and IDA induced a remarkable suppression of human leukemia growth in a xenograft mouse model. Mechanistically, the enhanced effect of low dose TPL on IDA against LSCs was attributed to inhibiting DNA damage repair response. Thus, our study may provide a theoretical basis to facilitate the development of a novel LSCs-targeting strategy for AML. Graphical abstract[Figure not available: see fulltext.]",Stem Cell Reviews and Reports,93
AML,"Zha, Jie, Lai, Qian, Deng, Manman, Shi, Pengcheng, Zhao, Haijun, Chen, Qinwei, Wu, Hua, Xu, Bing",Disruption of CTCF Boundary at HOXA Locus Promote BET Inhibitors’ Therapeutic Sensitivity in Acute Myeloid Leukemia,2020,10.1007&#x2F;s12015-020-10057-y,"Both HOX gene expression and CTCF regulation have been well demonstrated to play a critical role in regulating maintenance of leukemic stem cells (LSCs) that are known to be resistant to BET inhibitor (BETi). To investigate the regulatory role of CTCF boundary in aberrant HOX gene expression and the therapeutic sensitivity of BETi in AML, we employed CRISPR-Cas9 genome editing technology to delete 47 base pairs of the CTCF binding motif which is located between HOXA7 and HOXA9 genes (CBS7&#x2F;9) in different subtypes of AML with either MLL-rearrangement or NPM1 mutation. Our results revealed that HOXA9 is significantly downregulated in response to the CBS7&#x2F;9 deletion. Moreover, CBS7&#x2F;9 boundary deletion sensitized the BETi treatment reaction in both MOLM-13 and OCI-AML3 cells. To further examine whether BETi therapeutic sensitivity in AML is depended on the expression level of the HOXA9 gene, we overexpressed the HOXA9 in the CBS7&#x2F;9 deleted AML cell lines, which can rescue and restore the resistance to BETi treatment of the CBS7&#x2F;9 KO cells by activating MAPK signaling pathway. Deletion of CBS7&#x2F;9 specifically decreased the recruitment of BRD4 and RNA pol II to the posterior HOXA genes, in which, a transcription elongation factor ELL3 is the key factor in regulating HOXA gene transcription monitored by CBS7&#x2F;9 chromatin boundary. Thus, disruption of CBS7&#x2F;9 boundary perturbs HOXA9 transcription and regulates BETi sensitivity in AML treatment. Moreover, alteration of CTCF boundaries in the oncogene loci may provide a novel strategy to overcome the drug resistance of LSCs. [Figure not available: see fulltext.]",Stem Cell Reviews and Reports,94
AML,"Salas, Maribel, Henderson, Mackenzie, Wientzek-Fleischmann, Angelika, Islam, Zahidul, Tu, Nora, Bilitou, Aikaterini, Elsharkawy, Maggie, Stellmacher, Ulf",Validated Instruments of Quality of Life (QOL) in Patients With Acute Myeloid Leukemia (AML) and Other Cancers,2020,10.3389&#x2F;fphar.2020.01109,"Introduction: Acute myeloid leukemia (AML) can negatively impact quality of life (QOL). Few QOL instruments are specific to and have been validated in AML. This review aims to identify QOL instruments that have been validated in patients with AML and other cancers and summarize their psychometric properties reported in published literature. A literature review search was performed using PubMed and OVID (Biosis, Embase, MEDLINE) databases through June 25, 2020. Search terms included: QOL, health-related QOL, patient-reported outcomes and validity, reliability, validated, tools, instruments, test-retest, and leukemia myeloid acute, leukemia, myeloid, acute, acute myeloid leukemia. Articles were included if they focused on cancer and reported psychometric properties that could be extracted. Abstracts and their references were reviewed for inclusion. Results: Twelve evaluating ten instruments were included. Functional Assessment of Cancer Therapy Leukemia (FACT-Leu) showed internal consistency (IC) of α &#x3D; 0.86 to &gt;0.9, correlation with EQ-5D-3L of r &gt; 0.50, correlation with European Organisation for Research and Treatment of Cancer (EORTC) QLQ-Leu of ρ &#x3D; 0.29–0.63, test-retest reliability of κ &#x3D; 0.861. FACT-F showed correlations with EORTC QLQ-C30 of r &#x3D; 0.40–0.83. Hematological Malignancy Patient-Reported Outcome (HM-PRO) showed intraclass correlation coefficient (ICC) of 0.94–0.98. EORTC-8D and EQ-5D-3L showed ICC &#x3D; 0.595, correlations with each other of ρ &#x3D; 0.137–0.634 and with EORTC QLQ-C30 of r &#x3D; 0.651–0.917. EORTC QLQ-C30 showed person separation reliability of 0.47 to 0.90 and patient-observer agreement of 0.85. Life Ingredient Profile (LIP) showed IC of α &#x3D; 0.29–0.77 and test-retest reliability of κ &#x3D; 0.42–1.0. QOL-E showed correlation with FACT-general of R &#x3D; 0.71, internal validity of α &#x3D; 0.7, and test-retest reliability of standardized Cronbach’s α &#x3D; 0.7–0.92. EORTC QLQ-Leu showed IC of α &#x3D; 0.6–0.79. The Acute Myeloid Leukemia–Quality of Life (AML-QOL) instrument showed IC of α &#x3D; 0.72, correlations with EORTC QLQ-30 of magnitudes ρ &#x3D; 0.59–0.72, and test-retest reliability of ICC &#x3D; 0.52–0.91. Conclusion: Although several QOL instruments have been validated, more research is needed to determine the most clinically useful instruments in patients with AML.",Frontiers in Pharmacology,95
AML,"Relias, Valerie, McBride, Ali, Newman, Matthew J., Paul, Shilpa, Saneeymehri, Seyyedeh, Stanislaus, Genique, Tobin, Jennifer, Hoang, Caroline J., Ryan, Joanne C., Galinsky, Ilene",Glasdegib plus low-dose cytarabine for acute myeloid leukemia: Practical considerations from advanced practitioners and pharmacists,2021,10.1177&#x2F;1078155220973737,"Objective: Acute myeloid leukemia (AML) is primarily a disease of older adults. These patients may not be candidates for intensive treatment, and there has been an ongoing need for treatment options for this group. We review the use of glasdegib, a hedgehog-pathway inhibitor available for use in combination with low-dose cytarabine (LDAC). Data Sources: PubMed and relevant congress abstracts were searched using the term “glasdegib”. In addition, based on our experience with glasdegib, we considered treatment aspects of particular relevance to pharmacists and advanced practitioners. Data Summary: In a randomized phase II study, the combination of glasdegib plus LDAC demonstrated superior overall survival versus LDAC alone (hazard ratio 0.51, 80% confidence interval 0.39–0.67, p &#x3D; 0.0004). The trial reported adverse events (AEs) of special relevance for older patients, such as hematologic events, gastrointestinal toxicity, and fatigue, as well as AEs associated with Hh-pathway inhibitors (alopecia, muscle spasms, dysgeusia). Educating patients about typical AEs can facilitate adherence as well as early AE identification and proactive management. For LDAC, which is a long-established therapy in AML, various stages of delivery need consideration, with attention to individual circumstances. Practical measures such as dispensing a longer supply can reduce the number of return clinic visits, providing a meaningful difference for many patients. Conclusions: Pharmacists and advanced practitioners play important roles in treatment with glasdegib plus LDAC. Ultimately, framing plans for treatment delivery within the individual circumstances of each patient may enable them to stay on therapy longer, giving them the greatest potential to achieve benefit.",Journal of Oncology Pharmacy Practice,96
AML,"Henrique Sousa Pinheiro, Lucio, Dantas Trindade, Louise, Fernandes de Oliveira Costa, Amanda, de Lima Silva, Nathanielly, Freire Sandes, Alex, Antônio Prado Nunes, Marco, Bani Correa, Cristiane, Arthur Cardoso Almeida, Carlos, Silveira da Cruz, Geydson, Pereira de Lyra Junior, Divaldo, Marta Schimieguel, Dulce",Aberrant Phenotypes in Acute Myeloid Leukemia and Its Relationship with Prognosis and Survival: A Systematic Review and Meta-Analysis,2020,10.18502&#x2F;ijhoscr.v14i4.4484,"Background: The aim of this review was to evaluate the influence of aberrant phenotypes in prognosis and survival in acute myeloid leukemia (AML) patients by multiparametric flow cytometry. Materials and Methods: Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, a review of PubMed, Scopus, Science Direct and Web of Science was carried out through 1998 to 2016, conducted by two reviewers independently, evaluating titles, abstracts and full-texts of the selected studies. Results: Ten studies were included on this review, in which the aberrant phenotype expression of 17 markers were detected in AML patients. From these, 11 aberrant phenotypes were associated with prognosis, which eight had shown negative impact on prognosis: CD7, CD56, CD15, CD2, CD3, CD90low, CD123high, CD117high, and three others were associated with good prognosis: CD19, CD98high and CD117+&#x2F;CD15+. Meta-analysis showed that aberrant expression of CD56 as a poor prognostic marker with unfavorable outcomes is implicated in decreased overall survival in AML patients in 28 months (95% CI: 0.62 to 0.92). Conclusion: This was observed when there was association between CD56 expression and other prognostic factors, influencing on patients’ management care and treatment.",International Journal of Hematology-Oncology and Stem Cell Research,97
AML,"Kipp, David, H Wei, Andrew",The path to approval for oral hypomethylating agents in acute myeloid leukemia and myelodysplastic syndromes,2021,10.2217&#x2F;fon-2020-1318,"Two oral hypomethylating agents, oral azacitidine (CC-486) and decitabine&#x2F;cedazuridine (ASTX727), have recently entered the clinical domain. CC-486 has been shown to improve overall survival as maintenance therapy for older patients with acute myeloid leukemia in complete remission, whereas the combination of decitabine with cedazuridine, a cytidine deaminase inhibitor, is indicated for the treatment of adult patients with myelodysplastic syndromes and chronic myelomonocytic leukemia with intermediate-1, or higher, International Prognostic Scoring System risk. This article briefly summarizes the clinical development of both drugs, the pivotal studies that led to their approval and some of the issues faced in extending the use of these drugs to other indications.",Future Oncology,98
AML,"Muresan, Bogdan, Mamolo, Carla, Cappelleri, Joseph C., Mokgokong, Ruth, Palaka, Athina, Soikkeli, Fanni, Heeg, Bart",Comparing cure rates for gemtuzumab ozogamicin plus standard chemotherapy vs standard chemotherapy alone in acute myeloid leukemia patients,2021,10.2217&#x2F;fon-2020-1287,"Aim: Assess the suitability of standard parametric, piecewise and mixture cure models (MCMs) for modeling long-term survival of acute myeloid leukemia patients achieving remission following treatment with gemtuzumab ozogamicin (GO) + standard chemotherapy (SC) or SC alone. MCMs can model survival data comprising of statistically cured (patients in long-term remission) and uncured patients. Materials and methods: Models were fit to patient-level data corresponding to individual treatment arms. Results: Visual inspection showed that MCMs fit the clinical data best. Survival modeling with MCMs showed that treatment with GO + SC versus SC alone results in higher statistical cure rates for event-free survival (rates: 26-35% vs 21-23%) and overall survival (rates: 48-52% vs 38-44%). Conclusion: MCMs are well suited to modeling long-term survival in acute myeloid leukemia patients. Clinical trial registration: NCT00927498 (ClinicalTrials.gov.",Future Oncology,99
AML,"Wu, Ming, Wang, Sheng, Chen, Jian Yu, Zhou, Li Juan, Guo, Zi Wen, Li, Yu Hua",Therapeutic cancer vaccine therapy for acute myeloid leukemia,2021,10.2217&#x2F;imt-2020-0277,"Antitumor function of the immune system has been harnessed to eradicate tumor cells as cancer therapy. Therapeutic cancer vaccines aim to help immune cells recognize tumor cells, which are difficult to target owing to immune escape. Many attempts at vaccine designs have been conducted throughout the last decades. In addition, as the advanced understanding of immunosuppressive mechanisms mediated by tumor cells, combining cancer vaccines with other immune therapies seems to be more efficient for cancer treatment. Acute myeloid leukemia (AML) is the most common acute leukemia in adults with poor prognosis. Evidence has shown T-cell-mediated immune responses in AML, which encourages the utility of immune therapies in AML. This review discusses cancer vaccines in AML from vaccine design as well as recent progress in vaccination combination with other immune therapies.",Immunotherapy,100
CLL,"Kempin, Sanford",Update on chronic lymphocytic leukemia: Overview of new agents and comparative analysis,2013,10.1007&#x2F;s11864-013-0229-5,"Opinion statement: Treatment options for lymphoproliferative disorders, including chronic lymphocytic leukemia (CLL), increasingly are based upon molecular targets, taking advantage of the immense research output over the past several years elaborating genetic abnormalities, downstream signaling, cell-surface immunobiochemistry, and microenvironmental stimuli. The latter targets have been particularly useful for the treatment of multiple myeloma, transforming a previously uniformly, fatal disease to one of a more chronic and potentially curable disorder. Subsequently, new treatment approaches are less likely to be based on the more classic types of cytocidal therapy, which, although successful and essential for the more aggressive disorders that are immediately life-threatening, tend to be less so, with respect to quality of life, risk versus benefit ratio and overall curability for the indolent diseases. Because the majority of newer agents are not available to the clinicians practicing in the community, a number of treatment options developed over the past two decades are capable of significantly improving the quality of life of patients with advanced CLL. The initial clinical approach to the patient should be based on performance status, age, comorbidities, and increasingly on prognostic factors elucidated over the past three decades. Initially, both simple laboratory studies and easily measurable clinical manifestations were used to guide the clinician (lymphocyte count, anemia, thrombocytopenia, enlarging lymph nodes, splenomegaly, hepatomegaly), and clinical staging systems were developed. At present a cadre of biologic factors, including cytogenetic alterations, gene expression profiles with subsequent immunoglobulin abnormalities, and expression of CD38 and Zap-70, are now available and are standard decision-making criteria to treat a patient with CLL. An initial period of observation allows the clinician along with the patient to gather all the information necessary to make an informed treatment decision. Frequently, a &quot;watch and wait&quot; approach, which for CLL does not appear to harm the patient, is the most appropriate decision. Complications of CLL, such as autoimmune hemolytic anemia and idiopathic thrombocytopenic purpura, will lead to treatment at least temporarily in those patients who might otherwise have not needed therapy. Frontline therapy will range from easily administrable single-agents to combination chemoimmunotherapy regimens. Experimental protocols, utilizing &quot;post state of the art&quot; treatments, are available in the form of research protocols at major treatment centers. At the present time, it is premature to recommend bone marrow ablative therapy as initial treatment unless the prognosis appears grave and the patient can withstand the rigors of this approach. © 2013 Springer Science+Business Media New York.",Current Treatment Options in Oncology,101
CLL,"Dal Bo, Michele, Tissino, Erika, Benedetti, Dania, Caldana, Chiara, Bomben, Riccardo, Del Poeta, Giovanni, Gaidano, Gianluca, Rossi, Francesca Maria, Zucchetto, Antonella, Gattei, Valter",Microenvironmental Interactions in Chronic Lymphocytic Leukemia: The Master Role of CD49d,2014,10.1053&#x2F;j.seminhematol.2014.05.002,"Chronic lymphocytic leukemia (CLL) is a clinically heterogeneous disease characterized by the accumulation&#x2F;expansion of a clonal population of neoplastic cells with the morphologic appearance of small mature B lymphocytes in blood, bone marrow, and lymphoid organs. A combination of genetic lesions is primarily responsible for the first step(s) of neoplastic transformation, along with microenvironmental signals, which concurrently operate by enhancing proliferation and&#x2F;or inhibiting apoptosis. In this context, CD49d is known to play a pivotal role in mediating both cell-cell and cell-matrix interactions in CLL-involved tissues, eventually delivering pro-survival signals and protecting CLL cells from drug-induced damages. In the present review, we address, in detail, CD49d activities in the CLL microenvironment, CD49d functional and physical interactions with other microenvironmental receptors (including CD38 and B-cell receptor), and the relationship of CD49d expression with specific cytogenetic features in CLL. © 2014 Elsevier Inc.",Seminars in Hematology,102
CLL,"Serris, A., Michot, J. M., Fourn, E., Le Bras, P., Dollat, M., Hirsch, G., Pallier, C., Carbonnel, F., Tertian, G., Lambotte, O.",Infection disséminée au virus varicelle-zona avec gastrite hémorragique compliquant une leucémie lymphoïde chronique: Une observation et revue de la littérature,2014,10.1016&#x2F;j.revmed.2013.05.004,"Introduction: The reactivation of varicella-zoster virus occurs in immunocompromised patients, especially in cases of hematological malignancy. Disseminated reactivation could involve digestive tract with life-threatening condition. Case report: A 76-year-old woman, with a history of chronic lymphocytic leukemia, presented with left hypochondrium pain, and a vesicular rash with hemorrhagic shock that revealed an hemorrhagic gastritis due to varicella-zoster virus. The literature review identified 28 additional cases of gastrointestinal mucosal damage during reactivation of varicella-zoster virus. Mortality is 40%. We report here the first case in the course of low-grade lymphoid malignancy. Conclusion: Acute gastrointestinal symptoms in immunocompromised patients should evoke a varicella-zoster virus reactivation with gastrointestinal involvement. This clinical manifestation, although rare, should not be ignored because of its severity. © 2013 Société nationale française de médecine interne (SNFMI).",Revue de Medecine Interne,103
CLL,"Friedman, Daphne R., Lanasa, Mark C., Davis, Patricia H., Allgood, Sallie D., Matta, Karen M., Brander, Danielle M., Chen, Youwei, Davis, Evan D., Volkheimer, Alicia D., Moore, Joseph O., Gockerman, Jon P., Sportelli, Peter, Weinberg, J. Brice",Perifosine treatment in chronic lymphocytic leukemia: Results of a phase II clinical trial and in vitro studies,2014,10.3109&#x2F;10428194.2013.824080,"Because of the importance of the phosphoinositide 3-kinase (PI3K)&#x2F;AKT pathway in chronic lymphocytic leukemia (CLL), we evaluated in vitro cytotoxicity induced by perifosine, an AKT inhibitor, in CLL lymphocytes and found that the mean 50% effective dose (ED50) was 313 nM. We then performed a phase II trial of perifosine in patients with relapsed&#x2F;refractory CLL to assess response, outcomes, toxicity and ex vivo correlative measures. After 3 months of treatment, six of eight patients showed stable disease, one achieved a partial response and one had progressive disease. Median event-free survival and overall survival in all patients treated were 3.9 and 9.7 months. Adverse events included hematologic, infectious&#x2F;fever, pain, gastrointestinal and constitutional toxicities. Unexpectedly, AKT phosphorylation in CLL lymphocytes from treated patients was not correlated with response. Additionally, perifosine did not inhibit AKT phosphorylation in cultured CLL lymphocytes. Perifosine is cytotoxic to CLL cells in vitro, and largely induces stabilized disease in vivo, with an AKT-independent mechanism. © 2014 Informa UK, Ltd.",Leukemia and Lymphoma,104
CLL,"Visco, Carlo, Cortelezzi, Agostino, Moretta, Francesca, Falisi, Erika, Maura, Francesco, Finotto, Silvia, Barcellini, Wilma, Ambrosetti, Achille, Neri, Antonino, Ruggeri, Marco, Rodeghiero, Francesco",Autoimmune cytopenias in chronic lymphocytic leukemia at disease presentation in the modern treatment era: Is stage C always stage C?,2014,10.3109&#x2F;10428194.2013.834054,"Anemia and thrombocytopenia at chronic lymphocytic leukemia (CLL) presentation have long been considered to be predictive of a poor prognosis, irrespective of the cause of cytopenia, yielding an advanced stage of the disease. We identified 86 patients with CLL who were diagnosed after year 2000 with Binet C disease at first presentation. Cytopenia was considered related to autoimmune conditions in 27 (31.3%; stage C &quot;immune&quot;) or secondary to bone marrow failure in 59 (68.6%; stage C &quot;infiltrative&quot;). No difference in clinical characteristics, mutational status, cytogenetics, TP53 and NOTCH1 mutations was observed between stage C &quot;immune&quot; and &quot;infiltrative.&quot; Patients with stage C &quot;immune&quot; had a trend toward a better overall survival than patients with stage C &quot; infiltrative&quot; (median 74 vs. 63 months), but the difference was not statistically significant (p &#x3D; 0.30). This difference was not modified by adjustment for CLL tumor burden at presentation, and survival of stage C &quot;immune&quot; patients was significantly inferior compared to an unselected cohort of patients with stage A, but similar to stage B. Our findings suggest that autoimmune cytopenias at CLL diagnosis have a negative impact on patient outcome. © 2014 Informa UK, Ltd.",Leukemia and Lymphoma,105
CLL,"Nordstrom, Beth L., Knopf, Kevin B., Teltsch, Dana Y., Engle, Robert, Beygi, Hooman, Sterchele, James A.",The safety of bendamustine in patients with chronic lymphocytic leukemia or non-Hodgkin lymphoma and concomitant renal impairment: A retrospective electronic medical record database analysis,2014,10.3109&#x2F;10428194.2013.836600,"This retrospective study compared adverse-event rates in patients with chronic lymphocytic leukemia (CLL) or non-Hodgkin lymphoma (NHL), with and without renal impairment, receiving bendamustine alone or with rituximab. Patients (n &#x3D; 940) were stratified into a renally impaired group (creatinine clearance [CrCL] &lt; 40 mL&#x2F;min) and two comparator groups (CrCL ≥ 40 mL&#x2F;min and CrCL ≥ 60 mL&#x2F;min). Renally impaired patients with NHL had a significantly greater incidence of grade 3-4 thrombocytopenia compared with the CrCL ≥ 60 mL&#x2F;min group (hazard ratio [HR], 2.57; p &#x3D; 0.025). For CLL and NHL together, grade 3-4 increased blood urea nitrogen was significantly higher in the renally impaired group than in the CrCL ≥ 40 mL&#x2F;min (HR, 2.36; p &#x3D; 0.02) and CrCL ≥ 60 mL&#x2F;min (HR, 4.46; p &#x3D; 0.001) groups. Based on these results, monitoring blood counts (including platelets) and renal function would be prudent in the management of patients with renal dysfunction and NHL or CLL who receive bendamustine-based regimens. © 2014 Informa UK, Ltd.",Leukemia and Lymphoma,106
CLL,"Delgado, Julio, Baumann, Tycho, Santacruz, Rodrigo, Montserrat, Emili",New treatment options for chronic lymphocytic leukemia,2014,10.1517&#x2F;14656566.2014.891017,"Introduction: Chemoimmunotherapy is the gold standard of therapy for patients with advanced chronic lymphocytic leukemia (CLL), resulting in high and durable complete response rates. However, all patients eventually relapse and CLL remains incurable. Newer and more rationally developed compounds are needed to improve CLL therapy, particularly in cases of refractory disease. Areas covered: Following a literature search on PubMed using &#39;chronic&#39;, &#39;lymphocytic&#39;, &#39;treatment&#39; and &#39;therapy&#39; as keywords, results obtained with novel agents were critically analyzed. Abstracts presented during 2013 at ASH, EHA, ICML, IWCLL and ASCO meetings were also included in the search. Expert opinion: New monoclonal antibodies, lenalidomide, B-cell receptor-signal transduction inhibitors and pro-Apoptotic molecules have shown efficacy in patients with relapsed or refractory disease. Hopefully, the combined use of these molecules in risk-Adapted treatment strategies will improve the outcome of patients with CLL and pave the way for their long-term control. © 2014 Informa UK, Ltd.",Expert Opinion on Pharmacotherapy,107
CLL,"Guo, Feng",[Function of alternative NF-κB activity in B-cell chronic lymphocytic leukemia cells],2014,10.3760&#x2F;cma.j.issn.0253-2727.2014.01.011,"OBJECTIVE: To investigate the function of alternative NF-κB activity in B-cell chronic lymphocytic leukemia cells (B-CLL).METHODS: The mRNA expression of individual NF-κB subunits in CD5⁺CD19⁺ cells (CLL B-cells) from bone marrow (BM) of 56 patients with B-CLL was analyzed by quantitative RT-PCR. An ELISA-based NF-κB family transcription factor activity assay was performed to quantify the κB DNA-binding activity in nuclear extracts from CLL B-cells. Cell death of CLL-B cells was determined by PI staining, RelA and RelB expression at protein level of CLL B-cells by Western blot analyses.RESULTS: The expression levels of RelA, p50, RelB and p52 mRNA in CLL B-cells were all higher than that of normal B cells with statistical significance (P&lt;0.05). RelA was activated in almost all the patients detected while RelB activity was induced in part of samples. The average RelA activity in CLL B-cells was increased compared to that in normal B cells while the average RelB activity was similar to that of normal B cells. When cultured in vitro for 24, 48 and 72 hours, the frequencies of cell death of CLL B-cells from RelA⁺&#x2F;RelB⁻ group were(35.54±4.43)%,(50.92±8.44)%, and(49.24±8.16)%, respectively; that of the RelA⁺&#x2F;RelB⁺ group were (20.65±2.37)%, (18.17±1.36)%, and (26.55±4.08)%, respectively. When the cells from RelA+&#x2F;RelB⁻ group were co-cultured with bone marrow stromal cells (hBMSCs), the frequencies of cell death of CLL B-cells were decreased compared to that of the cells cultured alone, while the frequencies of cell death of RelA⁺&#x2F;RelB⁻ CLL B-cells were higher than that of CLL B-cells from RelA⁺&#x2F;RelB⁺ group when co-cultured with hBMSCs. RelA and RelB expression in CLL-B cells from the RelA⁺&#x2F;RelB⁻ group was induced after co-cultured with hBMSCs for 48 h. RelB was reduced in the cytoplasm and increased in the nucleus in CLL-B cells from the RelA+&#x2F;RelB+ group.CONCLUSION: The alternative NF-κB was indeed activated and presented heterogeneous in CLL B-cells from BM. Activation of RelB combined with RelA activity could provide the survival advantage to CLL B-cells from BM. Co-culture with hBMSCs could protect CLL-B cells through the induction of RelA and Rel B expressions.",Zhonghua xue ye xue za zhi &#x3D; Zhonghua xueyexue zazhi,108
